20:58:19|1|0|0|0|0|0
21:01:53|1|0|0|0|0|0
21:01:55|1|0,5|0,5|2|2|1
21:01:58|1|0,333333333|0,333333333|3|3|1
21:02:00|1|0,25|0,25|4|4|1
21:02:02|1|0|0|0|0|0
21:02:05|1|0|0|0|0|0
21:02:08|1|-0,333333333|-0,333333333|-3|-3|1
21:02:10|1|-0,5|-0,5|-2|-2|1
21:02:13|1|-1|-1|-1|-1|1
21:02:15|1|0|0|0|0|0
21:02:39|1|0|0|0|0|0
21:02:42|1|0,5|0,5|2|2|1
21:02:45|1|0,333333333|0,333333333|3|3|1
21:02:47|1|0,25|0,25|4|4|1
21:02:50|1,25|0|0,2|0|6,25|0
21:02:55|1,25|0|0|0|0|0
21:02:58|1,333333333|-0,333333333|-0,25|-4|-5,333333333|1,333333333
21:03:00|1,5|-0,5|-0,333333333|-3|-4,5|1,5
21:03:03|2|-1|-0,5|-2|-4|2
21:03:06|1|0|-1|0|-1|0
21:03:54|1|0|0|0|0|0
21:03:57|1|0,5|0,5|2|2|1
21:04:00|1|0,333333333|0,333333333|3|3|1
21:04:02|1|0,25|0,25|4|4|1
21:04:05|1,25|0|0,2|0|6,25|0
21:04:08|1,5|0|0,166666667|0|9|0
21:04:10|1,666666667|-0,333333333|-0,2|-5|-8,333333333|1,666666667
21:04:13|2|-0,5|-0,25|-4|-8|2
21:04:16|3|-1|-0,333333333|-3|-9|3
21:04:19|2|0|-0,5|0|-4|0
21:04:44|2|0|0|0|0|0
21:04:46|1,5|0,5|0,333333333|3|4,5|1,5
21:04:49|1,333333333|0,333333333|0,25|4|5,333333333|1,333333333
21:04:52|1,25|0,25|0,2|5|6,25|1,25
21:04:55|1,5|0|0,166666667|0|9|0
21:05:03|1,25|0|-0,2|0|-6,25|0
21:05:05|1,333333333|-0,333333333|-0,25|-4|-5,333333333|1,333333333
21:05:08|1,5|-0,5|-0,333333333|-3|-4,5|1,5
21:05:11|2|-1|-0,5|-2|-4|2
21:05:14|1|0|-1|0|-1|0
21:06:10|1|0|0|0|0|0
21:06:13|1|0,5|0,5|2|2|1
21:06:16|1|0,333333333|0,333333333|3|3|1
21:06:19|1|0,25|0,25|4|4|1
21:06:22|1,25|0|0,2|0|6,25|0
21:06:30|1,25|0|0|0|0|0
21:06:33|1,333333333|-0,333333333|-0,25|-4|-5,333333333|1,333333333
21:06:36|1,5|-0,5|-0,333333333|-3|-4,5|1,5
21:06:39|2|-1|-0,5|-2|-4|2
21:06:41|1|0|-1|0|-1|0
21:08:44|1|0|0|0|0|0
21:08:47|1|0,5|0,5|2|2|1
21:08:50|1|-1|-1|-1|-1|1
21:08:53|1|0|0|0|0|0
21:11:18|1|0|0|0|0|0
