MV1===========================================
1,9|0,0|98,0|995|340|655|0,22|6,80|3,45|0,14
0,0|0,0|100,0|995|339|656|0,22|6,80|0,83|0,00
0,0|0,0|100,0|995|339|656|0,22|6,80|0,31|0,00
0,0|0,0|100,0|995|339|656|0,22|6,80|0,59|0,00
0,0|0,0|100,0|995|339|656|0,22|6,80|0,29|0,00
0,0|0,0|100,0|995|339|656|0,22|6,80|0,59|0,00
1,9|0,0|98,0|995|339|656|0,22|6,80|1,51|2,99
0,0|0,0|100,0|995|339|656|0,22|6,80|1,38|2,99
0,0|0,0|100,0|995|339|656|0,22|6,80|0,51|1,50
0,0|0,0|100,0|995|339|656|0,22|6,80|1,04|1,50
0,0|0,0|100,0|995|339|656|0,22|6,80|1,02|2,99
0,0|0,0|100,0|995|339|656|0,22|6,80|0,96|2,99
0,0|0,0|100,0|995|339|656|0,22|6,80|1,08|2,99
2,0|0,0|98,0|995|339|656|0,22|6,80|0,81|1,50
0,0|0,0|100,0|995|339|656|0,22|6,80|0,57|1,50
2,0|8,0|90,0|995|339|656|0,22|6,80|0,55|0,00
4,0|6,1|89,7|995|339|656|0,22|6,80|0,49|0,06
0,0|0,0|100,0|995|339|656|0,22|6,80|5,02|4,29
2,0|0,0|98,0|995|339|656|0,22|6,80|6,60|5,72
2,0|0,0|98,0|995|339|656|0,22|6,80|4,77|4,44
4,0|8,0|88,0|995|339|656|0,22|6,80|0,00|0,00
8,3|8,3|83,3|995|339|656|0,22|6,80|0,23|0,00
7,6|7,6|84,6|995|340|655|0,22|6,80|2,00|15,16
0,0|0,0|100,0|995|339|656|0,22|6,80|9,20|21,82
2,0|0,0|98,0|995|339|656|0,22|6,80|9,40|22,02
2,0|6,0|92,0|995|339|656|0,22|6,80|1,95|0,30
6,1|8,1|85,7|995|339|656|0,22|6,80|0,84|0,00
3,9|7,8|88,2|995|339|656|0,22|6,80|5,13|17,24
0,0|0,0|100,0|995|340|655|0,22|6,80|5,48|19,47
1,9|0,0|98,0|995|339|656|0,22|6,80|9,55|22,17
0,0|0,0|100,0|995|339|656|0,22|6,80|5,08|4,97
0,0|0,0|100,0|995|339|656|0,22|6,80|4,67|5,02
0,0|0,0|100,0|995|339|656|0,22|6,80|5,35|5,07
6,0|2,0|92,0|995|339|656|0,22|6,80|0,53|0,33
6,1|2,0|89,7|995|339|656|0,22|6,80|0,25|0,00
4,0|6,0|90,0|995|339|656|0,22|6,80|4,77|17,24
0,0|0,0|100,0|995|339|656|0,22|6,80|9,75|22,56
1,9|0,0|98,0|995|339|656|0,22|6,80|6,37|6,70
1,9|0,0|98,0|995|339|656|0,22|6,80|4,72|5,35
0,0|0,0|100,0|995|339|656|0,22|6,80|4,48|5,40
6,0|4,0|90,0|995|339|656|0,22|6,80|0,06|0,00
6,1|10,2|83,6|995|339|656|0,22|6,80|0,30|0,00
5,8|7,8|86,2|995|340|655|0,22|6,80|1,50|14,66
0,0|0,0|100,0|995|339|656|0,22|6,80|9,56|22,91
1,9|0,0|98,0|995|339|656|0,22|6,80|4,54|5,71
7,6|5,7|86,5|995|340|655|0,22|6,80|1,55|14,66
0,0|0,0|100,0|995|339|656|0,22|6,80|9,37|23,11
0,0|0,0|100,0|995|339|656|0,22|6,80|0,48|0,22
4,0|6,0|90,0|995|339|655|0,22|6,80|4,96|17,24
0,0|0,0|100,0|995|339|655|0,22|6,80|8,20|8,53
2,0|6,1|89,7|995|339|655|0,22|6,80|0,64|0,30
4,0|4,0|92,0|995|339|655|0,22|6,80|5,13|17,60
76,0|24,0|0,0|995|938|57|0,22|6,80|9,85|23,46
100,0|0,0|0,0|995|932|62|0,24|6,80|5,17|6,07
98,0|2,0|0,0|995|930|64|0,24|6,80|0,35|0,00
96,0|4,0|0,0|995|927|67|0,24|6,80|4,78|17,25
100,0|0,0|0,0|995|925|69|0,24|6,80|9,40|23,74
100,0|0,0|0,0|995|925|70|0,24|6,80|4,88|6,41
94,0|6,0|0,0|995|924|71|0,24|6,80|0,06|0,00
96,0|4,0|0,0|995|924|71|0,24|6,80|0,06|0,00
96,0|4,0|0,0|995|925|70|0,24|6,80|0,36|0,00
100,0|0,0|0,0|995|925|70|0,24|6,80|7,82|23,73
100,0|0,0|0,0|995|924|71|0,24|6,80|6,84|7,94
100,0|0,0|0,0|995|924|71|0,24|6,80|2,32|1,39
94,0|6,0|0,0|995|924|71|0,24|6,80|0,18|0,00
100,0|0,0|0,0|995|924|71|0,24|6,80|9,13|24,00
100,0|0,0|0,0|995|924|71|0,24|6,80|4,72|6,68
98,0|2,0|0,0|995|924|71|0,24|6,80|0,00|0,00
96,0|4,0|0,0|995|924|71|0,24|6,80|5,13|17,24
100,0|0,0|0,0|995|924|71|0,24|6,80|9,65|24,30
96,0|4,0|0,0|995|924|70|0,24|6,80|0,41|0,00
98,0|2,0|0,0|995|925|70|0,24|6,80|7,54|22,85
100,0|0,0|0,0|995|924|71|0,24|6,80|3,88|2,59
92,1|5,8|0,0|995|924|71|0,24|6,80|0,94|0,00
100,0|0,0|0,0|995|924|71|0,24|6,80|9,43|24,36
96,0|4,0|0,0|995|924|71|0,24|6,80|0,29|0,00
100,0|0,0|0,0|995|924|71|0,24|6,80|7,49|23,35
100,0|0,0|0,0|995|923|71|0,24|6,80|3,88|2,59
94,1|5,8|0,0|995|923|71|0,24|6,80|4,71|17,31
100,0|0,0|0,0|995|923|71|0,24|6,80|9,62|24,63
96,0|3,9|0,0|995|923|71|0,24|6,80|0,35|0,00
100,0|0,0|0,0|995|924|70|0,24|6,80|7,54|23,40
100,0|0,0|0,0|995|923|71|0,24|6,80|4,90|7,60
95,9|4,0|0,0|995|924|70|0,24|6,81|3,28|15,96
100,0|0,0|0,0|995|923|71|0,24|6,81|10,13|24,94
100,0|0,0|0,0|995|923|71|0,24|6,81|0,47|0,00
96,0|4,0|0,0|995|923|71|0,24|6,81|5,18|17,42
100,0|0,0|0,0|995|923|71|0,24|6,81|0,23|0,00
100,0|0,0|0,0|995|923|71|0,24|6,81|0,43|0,00
100,0|0,0|0,0|995|923|71|0,24|6,81|0,72|0,00
100,0|0,0|0,0|995|923|71|0,24|6,81|0,29|0,00
96,0|4,0|0,0|995|923|71|0,24|6,81|5,32|17,31
100,0|0,0|0,0|995|924|71|0,24|6,81|5,20|8,07
98,0|2,0|0,0|995|925|70|0,24|6,81|3,71|15,96
100,0|0,0|0,0|995|923|71|0,24|6,81|5,31|8,30
96,0|2,0|0,0|995|924|71|0,24|6,81|0,47|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|6,79|9,54
97,9|2,0|0,0|995|924|71|0,24|6,81|5,31|17,31
100,0|0,0|0,0|995|924|71|0,24|6,81|0,41|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|9,86|25,75
100,0|0,0|0,0|995|924|71|0,24|6,81|0,99|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|9,98|25,62
98,0|2,0|0,0|995|924|71|0,24|6,81|0,48|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|5,08|8,58
90,3|7,6|0,0|995|924|71|0,24|6,81|0,90|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|9,09|11,36
98,0|2,0|0,0|995|924|71|0,24|6,81|0,70|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,41|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,35|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,47|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,12|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,55|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,23|0,00
96,0|3,9|0,0|995|924|71|0,24|6,81|0,23|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|9,71|26,23
94,0|6,0|0,0|995|924|71|0,24|6,81|5,25|17,29
100,0|0,0|0,0|995|924|71|0,24|6,81|5,38|9,26
97,9|2,0|0,0|995|924|71|0,24|6,81|5,38|17,24
100,0|0,0|0,0|995|924|71|0,24|6,81|0,29|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|5,37|9,20
100,0|0,0|0,0|995|924|71|0,24|6,81|5,09|9,20
100,0|0,0|0,0|995|924|71|0,24|6,81|0,47|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,12|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,59|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,41|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,29|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|1,10|0,00
98,0|0,0|0,0|995|924|71|0,24|6,81|0,43|0,00
100,0|0,0|0,0|995|924|71|0,24|6,81|0,59|0,00
98,0|2,0|0,0|995|924|71|0,24|6,81|5,01|17,24
6,1|4,0|89,7|995|155|839|0,24|6,81|0,64|0,00
2,0|0,0|98,0|995|155|839|0,24|6,81|0,35|0,00
0,0|0,0|100,0|995|155|839|0,24|6,81|9,76|27,01
1,9|1,9|96,0|995|156|838|0,24|6,81|3,12|8,42
0,0|0,0|93,8|995|155|839|0,24|6,81|9,62|27,23
6,2|4,1|89,5|995|157|838|0,24|6,81|0,57|0,00
