17:53:17|1|0|0|0|0|0
17:59:16|1|0|0|0|0|0
17:59:27|1|0,5|0,5|2|2|1
17:59:38|1|0|0|0|0|0
17:59:48|1|-1|-1|-1|-1|1
17:59:59|1|0|0|0|0|0
18:00:32|1|0|0|0|0|0
18:00:43|1|0,5|0,5|2|2|1
18:00:54|1|-1|-1|-1|-1|1
18:01:09|1|0,5|0,5|2|2|1
18:01:20|1|0|0|0|0|0
18:01:52|1,5|0|0,333333333|0|4,5|0
18:02:03|2|-1|-0,5|-2|-4|2
18:02:13|1|0|-1|0|-1|0
18:02:45|1|0|0|0|0|0
18:02:55|1|0,5|0,5|2|2|1
18:03:06|1,5|0|0,333333333|0|4,5|0
18:03:26|1,5|0|0|0|0|0
18:03:37|2|-1|-0,5|-2|-4|2
18:03:47|1|0|-1|0|-1|0
18:06:46|1|0|0|0|0|0
18:06:57|1|0,5|0,5|2|2|1
18:07:11|1,5|0|0,333333333|0|4,5|0
18:08:41|1,5|0|0|0|0|0
18:08:51|2|-1|-0,5|-2|-4|2
18:09:02|1|0|-1|0|-1|0
18:09:57|1|0|0|0|0|0
18:10:08|1|0,5|0,5|2|2|1
18:10:20|1,5|0|0,333333333|0|4,5|0
18:10:52|1,5|0|0|0|0|0
18:11:04|2|-1|-0,5|-2|-4|2
18:11:24|1|0|-1|0|-1|0
18:13:59|2|0|0,5|0|4|0
18:14:11|1,5|0,5|0,333333333|3|4,5|1,5
18:14:24|2|0|0,25|0|8|0
18:15:12|2,5|0|0,2|0|12,5|0
18:15:23|4|-1|-0,25|-4|-16|4
18:15:35|3|0|-0,333333333|0|-9|0
18:16:21|3|0|0|0|0|0
18:16:32|2|0,5|0,25|4|8|2
18:16:44|2|0|0|0|0|0
18:16:57|3|-1|-0,333333333|-3|-9|3
18:17:08|2|0|-0,5|0|-4|0
18:17:32|2|0|0|0|0|0
18:17:44|1,5|0,5|0,333333333|3|4,5|1,5
18:17:56|2|0|0,25|0|8|0
18:18:20|2|0|0|0|0|0
18:18:32|3|-1|-0,333333333|-3|-9|3
18:18:44|2|0|-0,5|0|-4|0
18:19:20|2|0|0|0|0|0
18:19:32|1,5|0,5|0,333333333|3|4,5|1,5
18:19:44|2|0|0,25|0|8|0
18:23:02|2,5|0|0,2|0|12,5|0
18:23:15|4|-1|-0,25|-4|-16|4
18:23:27|3|0|-0,333333333|0|-9|0
18:24:06|3|0|0|0|0|0
18:24:23|2|0,5|0,25|4|8|2
18:24:36|2,5|0|0,2|0|12,5|0
18:25:38|3|0|0,166666667|0|18|0
18:25:50|5|-1|-0,2|-5|-25|5
18:26:03|4|0|-0,25|0|-16|0
18:29:27|3|0|-0,333333333|0|-9|0
