2014-06-11 20:26:49,079 | m | 1
2014-06-11 20:27:01,072 | m | 1
2014-06-11 20:27:13,240 | m | 1
2014-06-11 20:27:25,248 | m | 1
2014-06-11 20:27:37,165 | m | 1
2014-06-11 20:27:48,985 | m | 1
2014-06-11 20:28:01,073 | m | 1
2014-06-11 20:28:12,872 | m | 1
2014-06-11 20:28:24,784 | m | 1
2014-06-11 20:28:36,697 | m | 1
2014-06-11 20:28:48,781 | m | 1
2014-06-11 20:29:00,968 | m | 1
2014-06-11 20:29:12,831 | m | 1
2014-06-11 20:29:24,601 | m | 1
2014-06-11 20:29:36,251 | m | 1
2014-06-11 20:29:48,121 | m | 1
2014-06-11 20:29:59,922 | m | 1
2014-06-11 20:30:11,804 | m | 1
2014-06-11 20:30:23,665 | m | 1
2014-06-11 20:30:35,555 | m | 1
2014-06-11 20:30:47,444 | a | 2
2014-06-11 20:31:07,090 | a | 3
2014-06-11 20:31:19,486 | a | 4
2014-06-11 20:31:31,977 | m | 4
2014-06-11 20:31:44,381 | d | 3
2014-06-11 20:31:56,819 | a | 4
2014-06-11 20:32:09,178 | m | 4
2014-06-11 20:32:21,533 | m | 4
2014-06-11 20:32:33,953 | m | 4
2014-06-11 20:32:46,375 | m | 4
2014-06-11 20:32:58,630 | m | 4
2014-06-11 20:33:10,127 | m | 4
2014-06-11 20:33:21,760 | m | 4
2014-06-11 20:33:33,444 | d | 3
2014-06-11 20:33:45,286 | d | 2
2014-06-11 20:33:57,084 | d | 1
2014-06-11 20:34:09,137 | m | 1
2014-06-11 20:34:21,415 | a | 2
2014-06-11 20:34:34,072 | a | 3
2014-06-11 20:34:46,781 | a | 4
2014-06-11 20:34:59,447 | m | 4
2014-06-11 20:35:11,817 | m | 4
2014-06-11 20:35:24,479 | d | 3
2014-06-11 20:35:37,129 | d | 2
2014-06-11 20:35:49,966 | d | 1
2014-06-11 20:36:02,770 | m | 1
2014-06-11 20:36:14,988 | a | 2
2014-06-11 20:36:26,719 | m | 2
2014-06-11 20:36:38,872 | m | 2
2014-06-11 20:36:50,936 | m | 2
2014-06-11 20:37:03,062 | d | 1
2014-06-11 20:37:14,952 | m | 1
2014-06-11 20:37:27,046 | m | 1
2014-06-11 20:37:39,165 | m | 1
2014-06-11 20:37:51,310 | m | 1
2014-06-11 20:38:03,199 | m | 1
