1,9|0|98|995|155|839|8,48|6,6|0,06|0
0|2|98|995|154|841|8,47|6,61|0,06|0
0|0|100|995|154|841|8,47|6,61|0,06|0
0|0|100|995|154|841|8,46|6,61|0,89|0
0|0|100|995|154|841|8,46|6,61|0,36|0
0|0|100|995|154|841|8,46|6,61|0,63|0
0|0|100|995|154|841|8,45|6,61|0,99|0
0|0|100|995|154|841|8,45|6,61|0|0
0|0|100|995|154|841|8,44|6,61|0,39|0
0|0|100|995|154|841|8,44|6,61|0,09|0
0|0|100|995|154|841|8,43|6,61|0,12|0
0|0|100|995|154|841|8,43|6,61|0,12|0
4|6,1|89,7|995|154|841|8,42|6,61|0,18|0
1,9|0|98|995|154|841|8,42|6,61|4,72|4,14
0|1,9|98|995|154|841|8,41|6,61|3,72|2,65
1,9|0|98|995|155|840|8,41|6,61|2,94|2,8
0|0|100|995|154|840|8,41|6,62|5,02|4,7
4|6,1|89,7|995|154|840|8,4|6,62|1,81|2,63
100|0|0|995|920|75|8,4|6,62|4,6|4,4
100|0|0|995|921|74|8,39|6,62|4,97|4,56
97,9|2|0|995|923|72|8,39|6,62|1,56|0,84
100|0|0|995|923|72|8,38|6,62|5,52|4,76
100|0|0|995|923|72|8,38|6,63|6,02|5,46
94|6|0|995|923|72|8,37|6,63|0,35|0
98|1,9|0|995|924|71|8,37|6,63|2,65|3,22
100|0|0|995|923|72|8,36|6,63|4,9|4,84
96|3,9|0|995|923|72|8,36|6,64|0,06|0
100|0|0|995|924|71|8,35|6,64|3,25|4,56
100|0|0|995|923|72|8,35|6,64|5,45|4,91
96|2|0|995|924|71|8,36|6,64|2,4|1,46
97,9|2|0|995|920|75|8,36|6,64|0,38|0
100|0|0|995|916|79|8,35|6,64|0,06|0
100|0|0|995|916|79|8,43|6,65|4,6|5,06
100|0|0|995|916|79|8,43|6,65|4,83|5,21
98|2|0|995|916|79|8,42|6,65|0|0
0|0|100|995|147|847|8,42|6,65|4,61|5,19
0|0|100|995|147|847|8,42|6,65|4,6|5,3
1,9|0|98|995|148|847|8,41|6,65|2,79|3,89
0|0|100|995|147|848|8,41|6,66|1,93|1,33
0|0|100|995|147|847|8,4|6,66|5,5|5,38
4,1|4,1|91,6|995|147|847|8,4|6,66|0,5|0
0|2|98|995|148|847|8,41|6,66|5,29|5,73
4|6,1|89,7|995|148|847|8,41|6,66|1,37|0,18
0|0|100|995|148|847|8,4|6,67|4,48|5,65
0|0|100|995|148|846|8,4|6,67|4,26|5,99
100|0|0|995|169|825|8,39|6,67|5|5,77
94,1|3,9|0|995|914|81|8,39|6,67|0,12|0
100|0|0|995|916|79|8,38|6,67|4,67|5,87
97,9|2|0|995|916|79|8,38|6,68|0,06|0
100|0|0|995|916|79|8,37|6,68|4,54|5,85
96|3,9|0|995|916|79|8,37|6,68|0|0
100|0|0|995|916|79|8,37|6,68|4,98|5,94
100|0|0|995|916|79|8,36|6,68|4,84|5,99
96|3,9|0|995|918|77|8,36|6,69|0,06|0
100|0|0|995|916|79|8,35|6,69|4,96|6,08
96|4|0|995|916|79|8,35|6,69|0|0
100|0|0|995|916|78|8,34|6,69|4,95|6,24
96|2|0|995|916|78|8,34|6,69|1,41|0
100|0|0|995|916|78|8,33|6,69|4,54|6,33
94|6|0|995|916|78|8,33|6,7|0,99|0
100|0|0|995|916|78|8,32|6,7|4,48|6,43
100|0|0|995|916|78|8,32|6,7|4,63|6,66
100|0|0|995|916|78|8,32|6,7|0,21|0
100|0|0|995|916|78|8,31|6,71|5,25|6,5
98|2|0|995|916|78|8,31|6,71|0,06|0
100|0|0|995|916|78|8,3|6,71|5,21|6,6
100|0|0|995|918|77|8,3|6,71|3,15|5,54
4,1|4,1|91,6|995|148|847|8,29|6,71|0,06|0
0|0|100|995|148|847|8,29|6,71|4,73|6,8
0|0|100|995|148|847|8,28|6,72|4,7|6,78
0|0|100|995|148|847|8,28|6,72|5,47|7,28
6,1|4|89,7|995|148|847|8,29|6,73|0,06|0
0|0|100|995|148|847|8,29|6,73|0,59|0
1,9|0|98|995|148|847|8,28|6,73|4,99|7,04
0|0|100|995|148|847|8,28|6,73|0,59|0
0|0|100|995|148|847|8,27|6,73|1,35|0
0|0|100|995|148|847|8,27|6,73|0,12|0
0|0|100|995|148|847|8,27|6,74|0,06|0
0|0|100|995|148|847|8,26|6,74|0|0
