2014-11-06 20:26:49,10|a|2
2014-11-06 20:26:49,12|d|1
2014-11-06 20:26:49,14|d|1
2014-11-06 20:26:49,16|a|2
2014-11-06 20:26:49,18|a|3
2014-11-06 20:26:49,20|d|2
2014-11-06 20:26:49,22|a|3
2014-11-06 20:26:49,24|d|2
2014-11-06 20:26:49,26|d|1
2014-11-06 20:26:49,28|a|2
2014-11-06 20:26:49,30|a|3
2014-11-06 20:26:49,32|a|4
2014-11-06 20:26:49,34|d|3
2014-11-06 20:26:49,36|a|4
2014-11-06 20:26:49,38|a|5
2014-11-06 20:26:49,40|a|6
2014-11-06 20:26:49,42|a|7
2014-11-06 20:26:49,44|d|6
2014-11-06 20:26:49,46|d|5
2014-11-06 20:26:49,48|d|4
2014-11-06 20:26:49,50|d|3
2014-11-06 20:26:49,52|d|2
2014-11-06 20:26:49,54|d|1
2014-11-06 20:26:49,56|a|2
2014-11-06 20:26:49,58|a|3
2014-11-06 20:26:49,60|d|2
2014-11-06 20:26:49,62|d|1
2014-11-06 20:26:49,64|a|2
2014-11-06 20:26:49,66|a|3
2014-11-06 20:26:49,68|d|2
2014-11-06 20:26:49,70|a|3
2014-11-06 20:26:49,72|a|4
2014-11-06 20:26:49,74|a|5
2014-11-06 20:26:49,76|a|6
2014-11-06 20:26:49,78|a|7
2014-11-06 20:26:49,80|a|8
2014-11-06 20:26:49,82|d|7
2014-11-06 20:26:49,84|a|8
2014-11-06 20:26:49,86|a|9
2014-11-06 20:26:49,88|a|10
2014-11-06 20:26:49,90|a|11
2014-11-06 20:26:49,92|d|10
2014-11-06 20:26:49,94|a|11
2014-11-06 20:26:49,96|d|10
2014-11-06 20:26:49,98|a|11
2014-11-06 20:26:49,100|a|12
2014-11-06 20:26:49,102|d|10
2014-11-06 20:26:49,104|m|10
2014-11-06 20:26:49,106|a|11
2014-11-06 20:26:49,108|m|10
2014-11-06 20:26:49,110|d|9
2014-11-06 20:26:49,112|d|8
2014-11-06 20:26:49,114|d|7
2014-11-06 20:26:49,116|a|8
2014-11-06 20:26:49,118|d|7
2014-11-06 20:26:49,120|a|8
2014-11-06 20:26:49,122|a|9
2014-11-06 20:26:49,124|d|8
2014-11-06 20:26:49,126|d|7
2014-11-06 20:26:49,128|a|8
2014-11-06 20:26:49,130|m|8
2014-11-06 20:26:49,132|a|9
2014-11-06 20:26:49,134|a|10
2014-11-06 20:26:49,136|a|11
2014-11-06 20:26:49,138|a|12
2014-11-06 20:26:49,140|d|11
2014-11-06 20:26:49,142|d|10
2014-11-06 20:26:49,144|d|9
2014-11-06 20:26:49,146|a|10
2014-11-06 20:26:49,148|a|11
2014-11-06 20:26:49,150|a|12
2014-11-06 20:26:49,152|a|13
2014-11-06 20:26:49,154|d|12
2014-11-06 20:26:49,156|a|13
2014-11-06 20:26:49,158|a|14
2014-11-06 20:26:49,160|a|15
2014-11-06 20:26:49,162|a|16
2014-11-06 20:26:49,164|a|17
2014-11-06 20:26:49,166|d|16
2014-11-06 20:26:49,168|a|17
2014-11-06 20:26:49,170|a|18
2014-11-06 20:26:49,172|d|17
2014-11-06 20:26:49,174|d|16
2014-11-06 20:26:49,176|a|17
2014-11-06 20:26:49,178|a|18
2014-11-06 20:26:49,180|a|19
2014-11-06 20:26:49,182|d|18
2014-11-06 20:26:49,184|a|19
2014-11-06 20:26:49,186|a|20
2014-11-06 20:26:49,188|a|21
2014-11-06 20:26:49,190|a|22
2014-11-06 20:26:49,192|a|23
2014-11-06 20:26:49,194|a|24
2014-11-06 20:26:49,196|m|24
2014-11-06 20:26:49,198|d|23
2014-11-06 20:26:49,200|m|23
2014-11-06 20:26:49,202|a|24
2014-11-06 20:26:49,204|a|25
2014-11-06 20:26:49,206|a|26
2014-11-06 20:26:49,208|m|26
