10:27:07|1|0|0|0|0|0
10:28:30|1|0|0|0|0|0
10:29:20|1|0,5|0,5|2|2|1
10:30:00|1|0,333333333|0,333333333|3|3|1
10:30:40|1|0,25|0,25|4|4|1
10:31:21|1,25|0|0,2|0|6,25|0
10:32:02|1,5|0|0,166666667|0|9|0
10:32:41|1,666666667|-0,333333333|-0,2|-5|-8,333333333|1,666666667
10:33:20|2|-0,5|-0,25|-4|-8|2
10:34:00|2|0|0|0|0|0
10:34:41|1,666666667|0,333333333|0,2|5|8,333333333|1,666666667
10:35:21|2|-0,5|-0,25|-4|-8|2
10:36:02|1,666666667|0,333333333|0,2|5|8,333333333|1,666666667
10:36:43|1,5|0,25|0,166666667|6|9|1,5
10:37:24|1,75|0|0,142857143|0|12,25|0
10:38:43|2|0|0,125|0|16|0
10:39:22|2,333333333|-0,333333333|-0,142857143|-7|-16,33333333|2,333333333
10:40:02|3|-0,5|-0,166666667|-6|-18|3
10:40:40|5|-1|-0,2|-5|-25|5
10:41:19|4|0|-0,25|0|-16|0
10:41:58|3|0|-0,333333333|0|-9|0
